Genre,log_sales,Year,Platform
Role-Playing,0.7884573603642702,2007.0,DS
Action,1.0043016091968684,2007.0,PS3
Action,0.9321640810304452,2007.0,DS
Role-Playing,0.0,2010.0,PSP
Action,0.8586616190375187,2010.0,PS3
Action,0.8372475245337022,2011.0,X360
Action,1.1314021114911006,2000.0,PS
Simulation,0.7514160886839212,2008.0,Wii
Action,1.0818051703517284,2002.0,PS2
Action,1.0885619528146082,1996.0,PS
Action,0.688134638736401,2002.0,GC
Action,0.8712933659434193,2013.0,3DS
Action,1.0543120297715298,2014.0,PS4
Action,0.9202827531436926,2002.0,PS2
Role-Playing,0.13102826240640408,2000.0,PS
Action,0.9895411936137477,2015.0,PS4
Action,0.8285518175661483,2005.0,PS2
Role-Playing,0.7178397931503169,2006.0,X360
Role-Playing,0.4574248470388754,2005.0,PS2
Role-Playing,0.8197798314933114,2008.0,X360
Action,0.8501509293696101,2009.0,PS3
Action,1.1052568313867783,2011.0,PS3
Action,0.0,2004.0,PS2
Action,0.8197798314933114,2011.0,3DS
Action,0.9042181506398859,2011.0,X360
Action,0.23901690047049992,1997.0,PS
Action,1.0508216248317612,2014.0,PS4
Action,0.7884573603642702,2011.0,Wii
Role-Playing,0.8153648132841945,2015.0,XOne
Role-Playing,0.9242589015233319,2007.0,PC
Role-Playing,0.7227059828014898,2010.0,X360
Action,0.039220713153281295,2007.0,PS2
Role-Playing,0.7884573603642702,2008.0,PS3
Action,1.085189268335969,2014.0,PS4
Action,0.9969486348916096,2013.0,PS3
Role-Playing,0.3987761199573678,2014.0,3DS
Role-Playing,1.128171090909654,2011.0,PC
Role-Playing,0.3920420877760237,2009.0,DS
Simulation,0.8628899551470398,2011.0,3DS
Action,0.9477893989335261,2015.0,PS4
Action,0.708035793053696,2008.0,X360
Action,0.8064758658669484,1996.0,PS
Simulation,0.9400072584914712,2002.0,PC
Action,1.0986122886681098,2001.0,PS
Role-Playing,1.0986122886681098,2015.0,PS4
Action,0.5709795465857378,1999.0,PS
Simulation,0.959350221334602,2007.0,DS
Simulation,0.5187937934151675,1999.0,N64
Action,0.6043159668533294,2005.0,PS2
Simulation,0.9162907318741551,2007.0,DS
Action,0.5128236264286639,2001.0,GC
Action,0.8754687373538999,2006.0,PS2
Action,1.0188473201992472,2002.0,PS2
Action,0.9477893989335261,1997.0,PS
Action,0.76080582903376,2005.0,PS2
Action,0.8458682675776092,2000.0,PS
Action,0.6626879730752367,2009.0,X360
Action,0.3293037471426004,2010.0,X360
Action,0.6780335427498971,2009.0,X360
Action,0.636576829071551,2014.0,XOne
Role-Playing,0.0,2013.0,3DS
Action,1.1216775615991057,1998.0,PS
Action,0.7884573603642702,2004.0,PS2
Action,0.708035793053696,2008.0,X360
Action,0.8544153281560676,2015.0,PS4
Action,0.6626879730752367,2009.0,DS
Action,0.5128236264286639,2000.0,N64
Action,0.76080582903376,2013.0,X360
Action,0.8712933659434193,2005.0,PS2
Action,0.8241754429663494,2003.0,PS2
Action,1.0715836162801904,2015.0,PS4
Action,0.7178397931503169,2003.0,PS2
Action,0.17395330712343804,2015.0,3DS
Role-Playing,0.0,2014.0,3DS
Role-Playing,0.4700036292457356,2007.0,PSP
Action,0.6981347220709844,2008.0,PSP
Role-Playing,0.0,1995.0,SNES
Action,0.7514160886839212,2003.0,PS2
Role-Playing,0.7323678937132266,2010.0,PS3
Simulation,0.44468582126144574,2001.0,PS2
Simulation,0.1484200051182733,2001.0,GC
Action,0.7227059828014898,2008.0,DS
Action,0.8109302162163288,2000.0,PS
Role-Playing,0.6259384308664953,2007.0,PS3
Role-Playing,0.598836501088704,2010.0,X360
Action,0.688134638736401,2013.0,3DS
Simulation,0.7929925155296614,2002.0,PC
Role-Playing,0.6205764877251099,2012.0,X360
Action,0.6097655716208943,2008.0,X360
Action,0.5877866649021191,2008.0,X360
Action,0.712949807856125,2002.0,XB
Action,0.8796267475025635,2014.0,PS4
Action,0.6205764877251099,2001.0,PS2
Simulation,0.6931471805599453,2015.0,3DS
Simulation,1.000631880307906,2014.0,PC
Role-Playing,0.6981347220709844,2011.0,PC
Action,0.7654678421395714,2002.0,PS2
Action,0.5247285289349821,2009.0,PS3
Role-Playing,0.5877866649021191,2007.0,X360
Simulation,0.7561219797213337,2007.0,Wii
Simulation,0.8197798314933114,2007.0,DS
Role-Playing,0.48858001481867097,2002.0,XB
Action,0.76080582903376,2011.0,Wii
Action,0.4510756193602166,2010.0,PS3
Action,0.7178397931503169,2003.0,GBA
Simulation,0.7839015438284094,2007.0,DS
Action,0.5877866649021191,2008.0,X360
Role-Playing,0.2546422183735807,2011.0,3DS
Action,0.6780335427498971,2014.0,PS4
Simulation,0.7514160886839212,2003.0,PS2
Action,0.7654678421395714,2011.0,X360
Action,0.8372475245337022,2013.0,PS4
Action,0.41871033485818504,2002.0,GBA
Action,0.3920420877760237,2001.0,PS2
Action,0.49469624183610705,2006.0,PS2
Role-Playing,0.0,2014.0,3DS
Role-Playing,0.5596157879354227,2011.0,PS3
Role-Playing,0.4574248470388754,2004.0,XB
Action,0.5877866649021191,2006.0,DS
Action,0.7466879474879752,2003.0,PS2
Action,0.6312717768418579,2012.0,Wii
Action,0.4054651081081644,1996.0,N64
Action,0.6259384308664953,2007.0,X360
Action,0.3784364357202451,2009.0,PS3
Simulation,0.6097655716208943,2008.0,DS
Action,0.7975071958841881,2002.0,PS2
Action,0.8064758658669484,2009.0,X360
Role-Playing,0.23901690047049992,2007.0,PSP
Role-Playing,0.44468582126144574,2009.0,X360
Role-Playing,0.4510756193602166,2003.0,GC
Action,0.5596157879354227,2000.0,N64
Action,0.8372475245337022,2013.0,PS3
Role-Playing,0.019802627296179712,2006.0,X360
Action,0.7227059828014898,2011.0,PS3
Action,0.44468582126144574,2003.0,XB
Action,0.6780335427498971,2010.0,Wii
Action,0.76080582903376,1998.0,PS
Role-Playing,0.11332868530700317,1997.0,PS
Simulation,0.7839015438284094,2003.0,PS2
Action,0.5653138090500605,1998.0,PS
Action,0.6259384308664953,2013.0,PS3
Action,0.5364933705145685,2011.0,X360
Action,0.6780335427498971,2007.0,PS3
Action,0.5653138090500605,2015.0,PS4
Action,0.7323678937132266,2004.0,PS2
Action,0.7178397931503169,2010.0,DS
Role-Playing,0.0,1998.0,GB
Action,0.5306282510621704,2001.0,PS2
Simulation,0.6205764877251099,2010.0,X360
Action,0.43178241642553783,2015.0,3DS
Action,0.8544153281560676,1997.0,PS
Role-Playing,0.0,1995.0,SNES
Action,0.6151856390902334,2013.0,X360
Action,0.7227059828014898,2012.0,PC
Role-Playing,0.43178241642553783,2008.0,DS
Action,0.5596157879354227,2011.0,PS3
Action,0.8109302162163288,1997.0,PC
Action,0.5187937934151675,2013.0,PS3
Action,0.0,2015.0,3DS
Action,0.6418538861723948,2008.0,PS3
Role-Playing,0.3293037471426004,2012.0,3DS
Action,0.4510756193602166,2007.0,Wii
Role-Playing,0.22314355131420976,2004.0,GC
Role-Playing,0.3435897043900769,2009.0,Wii
Action,0.4762341789963716,2008.0,DS
Simulation,0.6151856390902334,2009.0,PS2
Action,0.708035793053696,2003.0,PS2
Action,0.4382549309311553,2013.0,XOne
Action,0.598836501088704,2006.0,PS2
Action,0.6780335427498971,2011.0,PS3
Action,0.5766133643039938,2006.0,X360
Role-Playing,0.3646431135879093,2003.0,XB
Action,0.7275486072772778,2012.0,PS3
Role-Playing,0.0,2000.0,GB
Role-Playing,0.039220713153281295,2006.0,DS
Role-Playing,0.15700374880966478,2003.0,GBA
Role-Playing,0.5187937934151675,2010.0,X360
Simulation,0.3784364357202451,1998.0,N64
Simulation,0.6043159668533294,2001.0,PC
Role-Playing,0.0,1996.0,SNES
Simulation,0.5933268452777344,2004.0,PS2
Role-Playing,0.31481073984003355,2003.0,GBA
Action,0.7701082216960736,2016.0,PS4
Action,0.6780335427498971,2010.0,DS
Role-Playing,0.048790164169432,2006.0,DS
Action,0.19062035960864973,2003.0,PS2
Role-Playing,0.06765864847381481,1998.0,PS
Action,0.3646431135879093,2002.0,XB
Action,0.48858001481867097,2005.0,PS2
Action,0.5007752879124893,2006.0,X360
Action,0.4700036292457356,2003.0,PS2
Action,0.11332868530700317,2010.0,X360
Simulation,0.6626879730752367,2006.0,DS
Action,0.3506568716131694,2010.0,PSP
Role-Playing,0.2776317365982795,2010.0,PC
Simulation,0.41871033485818504,2007.0,Wii
Action,0.688134638736401,2010.0,PS3
Role-Playing,0.3506568716131694,2010.0,PSP
Role-Playing,0.43178241642553783,2011.0,PS3
Simulation,0.6780335427498971,2010.0,PS3
Action,0.48858001481867097,2010.0,X360
Role-Playing,0.41871033485818504,2005.0,GBA
Action,0.5709795465857378,2004.0,GBA
Role-Playing,0.4510756193602166,2013.0,3DS
Role-Playing,0.05826890812397577,2005.0,DS
Role-Playing,0.6043159668533294,2013.0,PS3
Role-Playing,0.23901690047049992,2009.0,DS
Action,0.7030975114131134,2005.0,PS2
Action,0.7227059828014898,2011.0,PS3
Action,0.5128236264286639,2008.0,PS3
Action,0.6151856390902334,2013.0,PS3
Role-Playing,0.37156355643248307,2012.0,3DS
Action,0.49469624183610705,1997.0,PS
Action,0.49469624183610705,2002.0,GBA
Action,0.7371640659767197,2002.0,PS
Role-Playing,0.6205764877251099,2014.0,PS4
Action,0.4574248470388754,2003.0,PS2
Action,0.4762341789963716,2005.0,XB
Role-Playing,0.5423242908253617,2004.0,PS2
Action,0.4762341789963716,2013.0,X360
Action,0.636576829071551,2014.0,PS3
Action,0.6259384308664953,2013.0,X360
Action,0.4252677354043441,2001.0,GB
Simulation,0.5877866649021191,2003.0,PC
Action,0.4510756193602166,2008.0,Wii
Action,0.5068176023684519,2011.0,Wii
Simulation,0.5596157879354227,2001.0,GC
Role-Playing,0.262364264467491,2013.0,3DS
Role-Playing,0.3646431135879093,1999.0,PS
Action,0.1484200051182733,2001.0,PS2
Role-Playing,0.3646431135879093,1999.0,PS
Action,0.31481073984003355,2009.0,DS
Role-Playing,0.3506568716131694,1999.0,PS
Action,0.5364933705145685,2010.0,Wii
Role-Playing,0.16551443847757338,2004.0,GBA
Action,0.3987761199573678,2011.0,PS3
Role-Playing,0.29266961396282,2009.0,PS3
Simulation,0.05826890812397577,1998.0,N64
Role-Playing,0.5653138090500605,2012.0,PC
Action,0.7030975114131134,2015.0,PS4
Simulation,0.2851789422336624,1995.0,PS
Simulation,0.0,2001.0,PC
Role-Playing,0.19062035960864973,2010.0,DS
Action,0.6097655716208943,2014.0,PS4
Simulation,0.4637340162321401,2003.0,PS2
Action,0.19062035960864973,2010.0,PS3
Action,0.4510756193602166,2012.0,X360
Role-Playing,0.0295588022415444,2006.0,DS
Action,0.4574248470388754,2001.0,PS
Action,0.6981347220709844,2004.0,PS2
Action,0.6626879730752367,2010.0,PS3
Role-Playing,0.3784364357202451,2012.0,PS3
Action,0.4510756193602166,2013.0,WiiU
Action,0.5653138090500605,2005.0,PS2
Role-Playing,0.3220834991691133,2001.0,GBA
Action,0.5128236264286639,2002.0,PS2
Action,0.6418538861723948,2012.0,X360
Action,0.3852624007906449,2007.0,GBA
Simulation,0.6678293725756554,2004.0,PS2
Simulation,0.6259384308664953,2001.0,PS2
Role-Playing,0.31481073984003355,2013.0,PS3
Simulation,0.5068176023684519,2009.0,DS
Simulation,0.5068176023684519,2008.0,PS2
Role-Playing,0.3987761199573678,2002.0,PS2
Role-Playing,0.6312717768418579,2014.0,PS4
Action,0.18232155679395465,1998.0,PS
Action,0.4824261492442927,2001.0,GB
Action,0.3646431135879093,2013.0,Wii
Action,0.41871033485818504,2012.0,X360
Action,0.5068176023684519,2003.0,PS2
Role-Playing,0.5766133643039938,2015.0,PS4
Simulation,0.6043159668533294,2008.0,DS
Role-Playing,0.19062035960864973,2003.0,PS2
Simulation,0.6259384308664953,2010.0,PC
Simulation,0.29266961396282,2004.0,PS2
Action,0.6043159668533294,2007.0,DS
Action,0.43178241642553783,2008.0,PS3
Action,0.4252677354043441,2013.0,X360
Role-Playing,0.3646431135879093,2009.0,PS3
Action,0.5068176023684519,2001.0,GBA
Role-Playing,0.11332868530700317,2002.0,GBA
Action,0.3506568716131694,2005.0,GC
Action,0.41871033485818504,2012.0,PSV
Action,0.49469624183610705,2012.0,X360
Simulation,0.0,2003.0,PC
Action,0.262364264467491,2008.0,Wii
Simulation,0.4382549309311553,2007.0,Wii
Action,0.23901690047049992,2002.0,GBA
Action,0.5068176023684519,2015.0,PS4
Action,0.5481214085096876,2007.0,PS3
Role-Playing,0.0,2004.0,PS2
Role-Playing,0.019802627296179712,2007.0,DS
Action,0.5423242908253617,2011.0,Wii
Action,0.6312717768418579,2004.0,PS2
Simulation,0.3920420877760237,2010.0,X360
Simulation,0.6729444732424258,2006.0,X360
Action,0.6151856390902334,2010.0,X360
Role-Playing,0.3220834991691133,2006.0,Wii
Action,0.0,2007.0,DS
Simulation,0.3920420877760237,2008.0,Wii
Action,0.20701416938432615,2005.0,PS2
Action,0.5247285289349821,2008.0,X360
Action,0.3920420877760237,1999.0,PS
Role-Playing,0.019802627296179712,2008.0,DS
Action,0.5538851132264376,2016.0,PS4
Role-Playing,0.9477893989335261,1996.0,PC
Action,0.3074846997479606,2006.0,GC
Action,0.3784364357202451,2008.0,PS3
Action,0.4054651081081644,2010.0,X360
Simulation,0.4700036292457356,2008.0,DS
Action,0.23111172096338664,2012.0,3DS
Action,0.31481073984003355,2007.0,DS
Role-Playing,0.3646431135879093,2009.0,DS
Action,0.17395330712343804,1995.0,PS
Role-Playing,0.3646431135879093,2016.0,PS4
Role-Playing,0.0,2001.0,GB
Action,0.5596157879354227,2013.0,PS4
Action,0.44468582126144574,2010.0,X360
Action,0.43178241642553783,2012.0,PS3
Action,0.3220834991691133,2000.0,N64
Action,0.6259384308664953,2001.0,PS
Action,0.4252677354043441,2014.0,XOne
Action,0.4252677354043441,2010.0,PS3
Role-Playing,0.412109650826833,2011.0,PS3
Action,0.3001045924503381,2013.0,XOne
Action,0.35767444427181594,2007.0,Wii
Role-Playing,0.1988508587451652,2015.0,3DS
Role-Playing,0.3646431135879093,2000.0,PS2
Simulation,0.5007752879124893,2008.0,Wii
Action,0.5822156198526637,2007.0,DS
Action,0.5423242908253617,2010.0,PS3
Action,0.048790164169432,2002.0,PS2
Action,0.43178241642553783,2011.0,X360
Role-Playing,0.0,2013.0,3DS
Action,0.0295588022415444,2007.0,PS2
Role-Playing,0.3920420877760237,2010.0,PC
Action,0.4252677354043441,2010.0,X360
Action,0.13102826240640408,1998.0,PS
Role-Playing,0.3220834991691133,2003.0,GC
Action,0.41871033485818504,2008.0,X360
Simulation,0.5481214085096876,2010.0,Wii
Role-Playing,0.3852624007906449,2011.0,PS3
Action,0.4637340162321401,2004.0,XB
Simulation,0.6523251860396903,2007.0,DS
Action,0.4382549309311553,2012.0,PSV
Action,0.16551443847757338,1999.0,N64
Action,0.33647223662121295,2013.0,PS3
Role-Playing,0.18232155679395465,2008.0,DS
Action,0.33647223662121295,2010.0,X360
Role-Playing,0.17395330712343804,1998.0,PS
Role-Playing,0.4637340162321401,2012.0,PS3
Action,0.33647223662121295,2012.0,Wii
Action,0.5007752879124893,2012.0,PS3
Action,0.3852624007906449,2004.0,PS2
Role-Playing,0.3646431135879093,2013.0,X360
Action,0.3784364357202451,2015.0,XOne
Action,0.3001045924503381,2003.0,PS2
Simulation,0.0,1996.0,GB
Simulation,0.0,1997.0,GB
Role-Playing,0.07696104113612832,2010.0,DS
Simulation,0.5709795465857378,2013.0,PC
Action,0.43178241642553783,1999.0,PS
Action,0.31481073984003355,2013.0,X360
Action,0.3293037471426004,2009.0,Wii
Role-Playing,0.039220713153281295,2013.0,3DS
Action,0.1988508587451652,2004.0,GBA
Action,0.33647223662121295,2008.0,X360
Action,0.3220834991691133,2002.0,GC
Role-Playing,0.19062035960864973,2009.0,DS
Action,0.49469624183610705,2014.0,PS4
Action,0.412109650826833,2006.0,PSP
Action,0.48858001481867097,2010.0,Wii
Action,0.2468600779315258,2005.0,GC
Action,0.27002713721306015,2010.0,Wii
Action,0.2468600779315258,2002.0,XB
Action,0.5306282510621704,2008.0,PS3
Role-Playing,0.3506568716131694,2007.0,DS
Action,0.019802627296179712,2009.0,DS
Action,0.16551443847757338,2005.0,PS2
Action,0.3220834991691133,2007.0,Wii
Action,0.4824261492442927,2012.0,PS3
Action,0.31481073984003355,2003.0,XB
Simulation,0.44468582126144574,2005.0,PSP
Role-Playing,0.16551443847757338,2000.0,N64
Role-Playing,0.2776317365982795,2012.0,3DS
Role-Playing,0.29266961396282,2012.0,PSV
Action,0.4510756193602166,2010.0,PS3
Action,0.4574248470388754,2011.0,X360
Action,0.009950330853168083,2008.0,PS2
Action,0.4824261492442927,2014.0,PS3
Role-Playing,0.2851789422336624,2004.0,XB
Action,0.4700036292457356,2010.0,PS3
Role-Playing,0.0,1996.0,SNES
Action,0.3506568716131694,2013.0,XOne
Simulation,0.0,1999.0,PS
Action,0.4510756193602166,2009.0,DS
Action,0.412109650826833,2010.0,X360
Action,0.048790164169432,2004.0,PS2
Action,0.29266961396282,2008.0,X360
Role-Playing,0.039220713153281295,2005.0,PSP
Action,0.4054651081081644,2011.0,X360
Role-Playing,0.039220713153281295,1997.0,PS
Role-Playing,0.06765864847381481,2005.0,DS
Action,0.3001045924503381,2002.0,GBA
Simulation,0.3001045924503381,2003.0,GBA
Role-Playing,0.33647223662121295,2013.0,PS3
Simulation,0.3920420877760237,2007.0,DS
Role-Playing,0.15700374880966478,2010.0,DS
Action,0.4054651081081644,2014.0,XOne
Action,0.3506568716131694,2008.0,PS3
Role-Playing,0.3074846997479606,2014.0,PS3
Role-Playing,0.12221763272424921,2008.0,PC
Role-Playing,0.35767444427181594,2014.0,PS3
Action,0.41871033485818504,2014.0,X360
Role-Playing,0.039220713153281295,2003.0,GBA
Action,0.37156355643248307,2012.0,X360
Action,0.3001045924503381,2009.0,X360
Role-Playing,0.3001045924503381,2002.0,GBA
Action,0.4510756193602166,2011.0,PS3
Action,0.3646431135879093,2013.0,PS3
Role-Playing,0.0,1995.0,SNES
Role-Playing,0.3220834991691133,1999.0,PS
Role-Playing,0.019802627296179712,2002.0,GBA
Action,0.23901690047049992,2002.0,GC
Role-Playing,0.18232155679395465,2008.0,PS3
Role-Playing,0.3987761199573678,2004.0,PS2
Action,0.37156355643248307,2014.0,X360
Simulation,0.4637340162321401,2008.0,DS
Action,0.3784364357202451,2014.0,PS4
Action,0.44468582126144574,2015.0,XOne
Action,0.13102826240640408,1999.0,PS
Action,0.37156355643248307,2012.0,X360
Action,0.3987761199573678,2003.0,PS2
Action,0.3001045924503381,2012.0,3DS
Action,0.3987761199573678,2001.0,PS2
Action,0.44468582126144574,2008.0,PS3
Simulation,0.048790164169432,2005.0,PC
Action,0.0295588022415444,2008.0,PS2
Role-Playing,0.262364264467491,2012.0,3DS
Role-Playing,0.3220834991691133,2015.0,XOne
Role-Playing,0.3220834991691133,2002.0,PS2
Action,0.3920420877760237,2004.0,PS2
Action,0.0,2016.0,3DS
Action,0.4510756193602166,2008.0,DS
Simulation,0.019802627296179712,2005.0,DS
Simulation,0.048790164169432,2007.0,DS
Action,0.3506568716131694,2014.0,WiiU
Action,0.4824261492442927,2007.0,DS
Action,0.412109650826833,2012.0,X360
Action,0.0,2008.0,PS2
Role-Playing,0.17395330712343804,2005.0,GC
Action,0.3920420877760237,2003.0,PS2
Action,0.44468582126144574,2004.0,PS2
Role-Playing,0.3920420877760237,2001.0,PS2
Action,0.0295588022415444,2007.0,DS
Role-Playing,0.17395330712343804,2011.0,PS3
Action,0.3435897043900769,2009.0,PS3
Action,0.3920420877760237,2009.0,PSP
Role-Playing,0.3852624007906449,2015.0,XOne
Action,0.17395330712343804,2000.0,PS2
Action,0.3220834991691133,2005.0,XB
Action,0.4382549309311553,2007.0,Wii
Action,0.18232155679395465,2004.0,XB
Simulation,0.7030975114131134,2014.0,PC
Action,0.3435897043900769,2009.0,PS3
Role-Playing,0.48858001481867097,2015.0,PC
Simulation,0.49469624183610705,2007.0,Wii
Action,0.4252677354043441,2012.0,PS3
Role-Playing,0.0,1997.0,PS
Role-Playing,0.23901690047049992,2002.0,GBA
Simulation,0.3784364357202451,1996.0,PS
Action,0.35767444427181594,2009.0,DS
Role-Playing,0.0,2001.0,PS
Action,0.3920420877760237,1999.0,PS
Action,0.3987761199573678,2000.0,PS
Action,0.3784364357202451,2002.0,PS2
Action,0.3987761199573678,2011.0,PS3
Action,0.35767444427181594,2003.0,XB
Action,0.2151113796169455,2012.0,PS3
Action,0.3001045924503381,2006.0,PSP
Simulation,0.37156355643248307,1997.0,PS
Action,0.039220713153281295,2006.0,PS2
Action,0.23901690047049992,2002.0,GC
Role-Playing,0.2151113796169455,2004.0,GBA
Role-Playing,0.27002713721306015,2015.0,3DS
Action,0.22314355131420976,2012.0,PS3
Action,0.3987761199573678,2008.0,PSP
Simulation,0.3646431135879093,1996.0,PS
Action,0.3852624007906449,2012.0,X360
Action,0.3220834991691133,1997.0,N64
Action,0.41871033485818504,2008.0,PS3
Role-Playing,0.37156355643248307,2010.0,PC
Role-Playing,0.22314355131420976,2007.0,PSP
Action,0.3293037471426004,2011.0,DS
Role-Playing,0.23901690047049992,2002.0,GBA
Action,0.2468600779315258,2005.0,XB
Simulation,0.76080582903376,2008.0,PC
Simulation,0.3784364357202451,2011.0,PS3
Action,0.3646431135879093,2001.0,PS2
Action,0.2851789422336624,2007.0,PS3
Action,0.3784364357202451,2010.0,PS3
Action,0.23111172096338664,2011.0,3DS
Action,0.35767444427181594,2000.0,PS
Action,0.29266961396282,2003.0,PS2
Action,0.0295588022415444,2005.0,PS2
Role-Playing,0.15700374880966478,1998.0,PS
Simulation,0.039220713153281295,2005.0,PS2
Action,0.20701416938432615,2000.0,DC
Action,0.3220834991691133,2003.0,XB
Action,0.262364264467491,2005.0,GBA
Role-Playing,0.412109650826833,2005.0,PS2
Simulation,0.09531017980432487,2001.0,PS2
Simulation,0.09531017980432487,2002.0,XB
Action,0.35767444427181594,2011.0,3DS
Role-Playing,0.31481073984003355,2012.0,3DS
Action,0.19062035960864973,2009.0,PS3
Role-Playing,0.262364264467491,2005.0,GBA
Action,0.262364264467491,2011.0,X360
Simulation,0.2151113796169455,1996.0,N64
Role-Playing,0.2851789422336624,2013.0,PS3
Action,0.31481073984003355,2010.0,PS3
Action,0.33647223662121295,2014.0,X360
Action,0.23111172096338664,2004.0,XB
Action,0.4574248470388754,2015.0,PS4
Action,0.31481073984003355,2007.0,PS2
Action,0.3220834991691133,2005.0,XB
Role-Playing,0.0,1995.0,PS
Role-Playing,0.12221763272424921,1999.0,PS
Action,0.3506568716131694,2010.0,PS3
Action,0.2851789422336624,2015.0,3DS
Action,0.4252677354043441,2012.0,PS3
Simulation,0.41871033485818504,2007.0,DS
Role-Playing,0.19062035960864973,2003.0,GC
Role-Playing,0.2851789422336624,2005.0,PSP
Role-Playing,0.09531017980432487,1998.0,PS
Role-Playing,0.1988508587451652,2013.0,PS3
Action,0.3435897043900769,2008.0,PSP
Simulation,0.3074846997479606,2008.0,DS
Action,0.4382549309311553,2007.0,PSP
Role-Playing,0.2546422183735807,2003.0,GBA
Simulation,0.0,1998.0,PS
Action,0.039220713153281295,2006.0,DS
Action,0.0295588022415444,2006.0,PS2
Simulation,0.0,1997.0,PS
Action,0.2468600779315258,2010.0,PS3
Action,0.41871033485818504,2012.0,PS3
Action,0.3435897043900769,2008.0,PS3
Action,0.49469624183610705,2015.0,PC
Action,0.2776317365982795,2009.0,Wii
Action,0.0,2012.0,X360
Action,0.4054651081081644,2009.0,PSP
Action,0.35767444427181594,2008.0,X360
Simulation,0.262364264467491,2008.0,DS
Simulation,0.2776317365982795,2008.0,DS
Action,0.3293037471426004,2010.0,X360
Action,0.33647223662121295,2008.0,X360
Action,0.262364264467491,2011.0,Wii
Action,0.3506568716131694,2011.0,X360
Action,0.2546422183735807,2010.0,X360
Action,0.4054651081081644,2012.0,PS3
Action,0.3435897043900769,2003.0,PS2
Action,0.3646431135879093,2008.0,PS3
Role-Playing,0.019802627296179712,2001.0,PC
Action,0.2468600779315258,2004.0,GBA
Simulation,0.3293037471426004,2007.0,PS3
Action,0.3220834991691133,2014.0,X360
Action,0.43178241642553783,2014.0,Wii
Role-Playing,0.0,1996.0,PS
Action,0.29266961396282,2012.0,PS3
Simulation,0.3987761199573678,2007.0,DS
Simulation,0.12221763272424921,1998.0,PS
Role-Playing,0.05826890812397577,2012.0,DS
