Genre,log_sales,Year,Platform
Role-Playing,1.4279160358107101,2010.0,PS3
Simulation,1.4279160358107101,2001.0,PS2
Simulation,1.423108334242607,2001.0,GC
Action,1.423108334242607,2008.0,DS
Action,1.4182774069729414,2000.0,PS
Role-Playing,1.415853163361435,2007.0,PS3
Role-Playing,1.413423028508143,2010.0,X360
Action,1.4036429994545037,2013.0,3DS
Simulation,1.4036429994545037,2002.0,PC
Role-Playing,1.4036429994545037,2012.0,X360
Action,1.3987168811184478,2008.0,X360
Action,1.3937663759585914,2008.0,X360
Action,1.3912819026309295,2002.0,XB
Action,1.3837912309017721,2014.0,PS4
Action,1.3837912309017721,2001.0,PS2
Simulation,1.3812818192963463,2015.0,3DS
Simulation,1.3787660946990992,2014.0,PC
Role-Playing,1.3787660946990992,2011.0,PC
Action,1.3762440252663892,2002.0,PS2
Action,1.3711807233098425,2009.0,PS3
Role-Playing,1.3686394258811698,2007.0,X360
Simulation,1.3635373739972745,2007.0,Wii
Simulation,1.355835153635182,2007.0,DS
Role-Playing,1.3506671834767394,2002.0,XB
Action,1.3480731482996928,2011.0,Wii
Action,1.3454723665996355,2010.0,PS3
Action,1.3402504226184837,2003.0,GBA
Simulation,1.3376291891386096,2007.0,DS
Action,1.33500106673234,2008.0,X360
Role-Playing,1.332366019094335,2011.0,3DS
Action,1.3297240096314962,2014.0,PS4
Simulation,1.3270750014599193,2003.0,PS2
Action,1.3270750014599193,2011.0,X360
Action,1.3190856114264407,2013.0,PS4
Action,1.308332819650179,2002.0,GBA
Action,1.308332819650179,2001.0,PS2
Action,1.3056264580524357,2006.0,PS2
Role-Playing,1.3029127521808397,2014.0,3DS
Role-Playing,1.3029127521808397,2011.0,PS3
Role-Playing,1.297463147413275,2004.0,XB
Action,1.2947271675944,2006.0,DS
Action,1.2947271675944,2003.0,PS2
Action,1.2947271675944,2012.0,Wii
Action,1.2947271675944,1996.0,N64
Action,1.2919836816486494,2007.0,X360
Action,1.2892326482767593,2009.0,PS3
Simulation,1.2837077723447896,2008.0,DS
Action,1.2837077723447896,2002.0,PS2
Action,1.275362800412609,2009.0,X360
Role-Playing,1.275362800412609,2007.0,PSP
Role-Playing,1.2725655957915476,2009.0,X360
Role-Playing,1.264126727145683,2003.0,GC
Action,1.2584609896100056,2000.0,N64
Action,1.2556160374777743,2013.0,PS3
Role-Playing,1.252762968495368,2006.0,X360
Action,1.2499017362143359,2011.0,PS3
Action,1.2499017362143359,2003.0,XB
Action,1.2499017362143359,2010.0,Wii
Action,1.247032293786383,1998.0,PS
Role-Playing,1.2383742310432684,1997.0,PS
Simulation,1.2325602611778486,2003.0,PS2
Action,1.2267122912954254,1998.0,PS
Action,1.220829921392359,2013.0,PS3
Action,1.220829921392359,2011.0,X360
Action,1.2178757094949273,2007.0,PS3
Action,1.2178757094949273,2015.0,PS4
Action,1.2149127443642704,2004.0,PS2
Action,1.208960345836975,2010.0,DS
Role-Playing,1.208960345836975,1998.0,GB
Action,1.205970806988609,2001.0,PS2
Simulation,1.2029723039923526,2010.0,X360
Action,1.199964782928397,2015.0,3DS
Action,1.199964782928397,1997.0,PS
Role-Playing,1.1969481893889715,1995.0,SNES
Action,1.1939224684724346,2013.0,X360
Action,1.1939224684724346,2012.0,PC
Role-Playing,1.1939224684724346,2008.0,DS
Action,1.1908875647772805,2011.0,PS3
Action,1.1908875647772805,1997.0,PC
Action,1.1908875647772805,2013.0,PS3
Action,1.1878434223960523,2015.0,3DS
Action,1.1878434223960523,2008.0,PS3
Role-Playing,1.184789984909162,2012.0,3DS
Action,1.1817271953786161,2007.0,Wii
Role-Playing,1.1786549963416462,2004.0,GC
Role-Playing,1.1786549963416462,2009.0,Wii
Action,1.172482137234565,2008.0,DS
Simulation,1.172482137234565,2009.0,PS2
Action,1.169381359556317,2003.0,PS2
Action,1.1662709371419244,2013.0,XOne
Action,1.1662709371419244,2006.0,PS2
Action,1.1600209167967532,2011.0,PS3
Action,1.1600209167967532,2006.0,X360
Role-Playing,1.1600209167967532,2003.0,XB
Action,1.1600209167967532,2012.0,PS3
Role-Playing,1.1568811967920856,2000.0,GB
Role-Playing,1.1568811967920856,2006.0,DS
Role-Playing,1.1537315878891892,2003.0,GBA
Role-Playing,1.1537315878891892,2010.0,X360
Simulation,1.1537315878891892,1998.0,N64
Simulation,1.1505720275988207,2001.0,PC
Role-Playing,1.144222799920162,1996.0,SNES
Simulation,1.1410330045520618,2004.0,PS2
Role-Playing,1.1410330045520618,2003.0,GBA
Action,1.1410330045520618,2016.0,PS4
Action,1.1378330018213911,2010.0,DS
Role-Playing,1.1378330018213911,2006.0,DS
Action,1.1346227261911428,2003.0,PS2
Role-Playing,1.1314021114911006,1998.0,PS
Action,1.1314021114911006,2002.0,XB
Action,1.128171090909654,2005.0,PS2
Action,1.128171090909654,2006.0,X360
Action,1.128171090909654,2003.0,PS2
Action,1.128171090909654,2010.0,X360
Simulation,1.128171090909654,2006.0,DS
Action,1.128171090909654,2010.0,PSP
Role-Playing,1.1249295969854831,2010.0,PC
Simulation,1.1249295969854831,2007.0,Wii
Action,1.1249295969854831,2010.0,PS3
Role-Playing,1.1216775615991057,2010.0,PSP
Role-Playing,1.1216775615991057,2011.0,PS3
Simulation,1.1184149159642893,2010.0,PS3
Action,1.1184149159642893,2010.0,X360
Role-Playing,1.1184149159642893,2005.0,GBA
Action,1.1184149159642893,2004.0,GBA
Role-Playing,1.1184149159642893,2013.0,3DS
Role-Playing,1.1151415906193203,2005.0,DS
Role-Playing,1.1151415906193203,2013.0,PS3
Role-Playing,1.1118575154181303,2009.0,DS
Action,1.1118575154181303,2005.0,PS2
Action,1.1118575154181303,2011.0,PS3
Action,1.1052568313867783,2008.0,PS3
Action,1.0986122886681098,2013.0,PS3
Role-Playing,1.0986122886681098,2012.0,3DS
Action,1.095273387402595,1997.0,PS
Action,1.095273387402595,2002.0,GBA
Action,1.091923300517313,2002.0,PS
Role-Playing,1.0885619528146082,2014.0,PS4
Action,1.0885619528146082,2003.0,PS2
Action,1.0818051703517284,2005.0,XB
Role-Playing,1.0750024230289759,2004.0,PS2
Action,1.0750024230289759,2013.0,X360
Action,1.0750024230289759,2014.0,PS3
Action,1.0715836162801904,2013.0,X360
Action,1.0715836162801904,2001.0,GB
Simulation,1.0715836162801904,2003.0,PC
Action,1.0681530811834012,2008.0,Wii
Action,1.0681530811834012,2011.0,Wii
Simulation,1.0647107369924282,2001.0,GC
Role-Playing,1.0612565021243408,2013.0,3DS
Role-Playing,1.0577902941478545,1999.0,PS
Action,1.0543120297715298,2001.0,PS2
Role-Playing,1.0508216248317612,1999.0,PS
Action,1.0508216248317612,2009.0,DS
Role-Playing,1.0508216248317612,1999.0,PS
Action,1.0508216248317612,2010.0,Wii
Role-Playing,1.0473189942805592,2004.0,GBA
Action,1.0473189942805592,2011.0,PS3
Role-Playing,1.0438040521731147,2009.0,PS3
Simulation,1.0402767116551463,1998.0,N64
Role-Playing,1.0402767116551463,2012.0,PC
Action,1.0402767116551463,2015.0,PS4
Simulation,1.0402767116551463,1995.0,PS
Simulation,1.0367368849500223,2001.0,PC
Role-Playing,1.0331844833456545,2010.0,DS
Action,1.0331844833456545,2014.0,PS4
Simulation,1.0331844833456545,2003.0,PS2
Action,1.0296194171811581,2010.0,PS3
Action,1.0224509277025458,2012.0,X360
Role-Playing,1.0224509277025458,2006.0,DS
Action,1.0224509277025458,2001.0,PS
Action,1.0224509277025458,2004.0,PS2
Action,1.0224509277025458,2010.0,PS3
Role-Playing,1.0224509277025458,2012.0,PS3
Action,1.0188473201992472,2013.0,WiiU
Action,1.0188473201992472,2005.0,PS2
Role-Playing,1.0152306797290584,2001.0,GBA
Action,1.0152306797290584,2002.0,PS2
Action,1.0152306797290584,2012.0,X360
Action,1.0152306797290584,2007.0,GBA
Simulation,1.0152306797290584,2004.0,PS2
Simulation,1.0152306797290584,2001.0,PS2
Role-Playing,1.0116009116784799,2013.0,PS3
Simulation,1.0116009116784799,2009.0,DS
Simulation,1.0116009116784799,2008.0,PS2
Role-Playing,1.007957920399979,2002.0,PS2
Role-Playing,1.007957920399979,2014.0,PS4
Action,1.0043016091968684,1998.0,PS
Action,1.0043016091968684,2001.0,GB
Action,1.0043016091968684,2013.0,Wii
Action,1.0043016091968684,2012.0,X360
Action,1.000631880307906,2003.0,PS2
Role-Playing,1.000631880307906,2015.0,PS4
Simulation,1.000631880307906,2008.0,DS
Role-Playing,1.000631880307906,2003.0,PS2
Simulation,0.9969486348916096,2010.0,PC
Simulation,0.9969486348916096,2004.0,PS2
Action,0.9932517730102833,2007.0,DS
Action,0.9895411936137477,2008.0,PS3
Action,0.9895411936137477,2013.0,X360
Role-Playing,0.9895411936137477,2009.0,PS3
Action,0.9895411936137477,2001.0,GBA
Role-Playing,0.9895411936137477,2002.0,GBA
Action,0.9895411936137477,2005.0,GC
Action,0.9895411936137477,2012.0,PSV
Action,0.9858167945227653,2012.0,X360
Simulation,0.9858167945227653,2003.0,PC
Action,0.9858167945227653,2008.0,Wii
Simulation,0.9858167945227653,2007.0,Wii
Action,0.9858167945227653,2002.0,GBA
Action,0.9783261227936076,2015.0,PS4
Action,0.9783261227936076,2007.0,PS3
Role-Playing,0.9745596399981308,2004.0,PS2
Role-Playing,0.9707789171582248,2007.0,DS
Action,0.9707789171582248,2011.0,Wii
Action,0.9707789171582248,2004.0,PS2
Simulation,0.9707789171582248,2010.0,X360
Simulation,0.9669838461896731,2006.0,X360
Action,0.9631743177730056,2010.0,X360
Role-Playing,0.959350221334602,2006.0,Wii
Action,0.959350221334602,2007.0,DS
Simulation,0.9555114450274363,2008.0,Wii
Action,0.9555114450274363,2005.0,PS2
Action,0.9555114450274363,2008.0,X360
Action,0.9555114450274363,1999.0,PS
Role-Playing,0.9555114450274363,2008.0,DS
Action,0.9555114450274363,2016.0,PS4
Role-Playing,0.9516578757114464,1996.0,PC
Action,0.9516578757114464,2006.0,GC
Action,0.9516578757114464,2008.0,PS3
Action,0.9516578757114464,2010.0,X360
Simulation,0.9477893989335261,2008.0,DS
Action,0.9477893989335261,2012.0,3DS
Action,0.9477893989335261,2007.0,DS
Role-Playing,0.9477893989335261,2009.0,DS
Action,0.9400072584914712,1995.0,PS
Role-Playing,0.9400072584914712,2016.0,PS4
Role-Playing,0.9400072584914712,2001.0,GB
Action,0.9400072584914712,2013.0,PS4
Action,0.9360933591703349,2010.0,X360
Action,0.9360933591703349,2012.0,PS3
Action,0.9360933591703349,2000.0,N64
Action,0.9360933591703349,2001.0,PS
Action,0.9360933591703349,2014.0,XOne
Action,0.9360933591703349,2010.0,PS3
Role-Playing,0.9360933591703349,2011.0,PS3
Action,0.9321640810304452,2013.0,XOne
Action,0.9321640810304452,2007.0,Wii
Role-Playing,0.9321640810304452,2015.0,3DS
Role-Playing,0.9321640810304452,2000.0,PS2
Simulation,0.9282193027394289,2008.0,Wii
Action,0.9282193027394289,2007.0,DS
Action,0.9242589015233319,2010.0,PS3
Action,0.9202827531436926,2002.0,PS2
Action,0.9202827531436926,2011.0,X360
Role-Playing,0.9202827531436926,2013.0,3DS
Action,0.9202827531436926,2007.0,PS2
Role-Playing,0.9162907318741551,2010.0,PC
Action,0.9162907318741551,2010.0,X360
Action,0.9162907318741551,1998.0,PS
Role-Playing,0.9122827104766162,2003.0,GC
Action,0.9122827104766162,2008.0,X360
Simulation,0.9122827104766162,2010.0,Wii
Role-Playing,0.9082585601768908,2011.0,PS3
Action,0.9082585601768908,2004.0,XB
Simulation,0.9042181506398859,2007.0,DS
Action,0.9042181506398859,2012.0,PSV
Action,0.9042181506398859,1999.0,N64
Action,0.9042181506398859,2013.0,PS3
Role-Playing,0.9042181506398859,2008.0,DS
Action,0.9042181506398859,2010.0,X360
Role-Playing,0.9001613499442714,1998.0,PS
Role-Playing,0.9001613499442714,2012.0,PS3
Action,0.9001613499442714,2012.0,Wii
Action,0.9001613499442714,2012.0,PS3
Action,0.8960880245566356,2004.0,PS2
Role-Playing,0.8960880245566356,2013.0,X360
Action,0.8960880245566356,2015.0,XOne
Action,0.8960880245566356,2003.0,PS2
Simulation,0.8960880245566356,1996.0,GB
Simulation,0.8960880245566356,1997.0,GB
Role-Playing,0.8960880245566356,2010.0,DS
Simulation,0.8919980393051105,2013.0,PC
Action,0.8878912573524571,1999.0,PS
Action,0.8878912573524571,2013.0,X360
Action,0.8878912573524571,2009.0,Wii
Role-Playing,0.883767540168595,2013.0,3DS
Action,0.883767540168595,2004.0,GBA
Action,0.883767540168595,2008.0,X360
Action,0.883767540168595,2002.0,GC
Role-Playing,0.883767540168595,2009.0,DS
Action,0.8796267475025635,2014.0,PS4
Action,0.8796267475025635,2006.0,PSP
Action,0.8796267475025635,2010.0,Wii
Action,0.8796267475025635,2005.0,GC
Action,0.8796267475025635,2010.0,Wii
Action,0.8754687373538999,2002.0,XB
Action,0.8754687373538999,2008.0,PS3
Role-Playing,0.8712933659434193,2007.0,DS
Action,0.8712933659434193,2009.0,DS
Action,0.8712933659434193,2005.0,PS2
Action,0.8712933659434193,2007.0,Wii
Action,0.8712933659434193,2012.0,PS3
Action,0.8671004876833833,2003.0,XB
Simulation,0.8671004876833833,2005.0,PSP
Role-Playing,0.8671004876833833,2000.0,N64
Role-Playing,0.8671004876833833,2012.0,3DS
Role-Playing,0.8671004876833833,2012.0,PSV
Action,0.8671004876833833,2010.0,PS3
Action,0.8671004876833833,2011.0,X360
Action,0.8628899551470398,2008.0,PS2
Action,0.8628899551470398,2014.0,PS3
Role-Playing,0.8628899551470398,2004.0,XB
Action,0.8628899551470398,2010.0,PS3
Role-Playing,0.8586616190375187,1996.0,SNES
Action,0.8586616190375187,2013.0,XOne
Simulation,0.8544153281560676,1999.0,PS
Action,0.8544153281560676,2009.0,DS
Action,0.8544153281560676,2010.0,X360
Action,0.8544153281560676,2004.0,PS2
Action,0.8544153281560676,2008.0,X360
Role-Playing,0.8544153281560676,2005.0,PSP
Action,0.8544153281560676,2011.0,X360
Role-Playing,0.8544153281560676,1997.0,PS
Role-Playing,0.8501509293696101,2005.0,DS
Action,0.8458682675776092,2002.0,GBA
Simulation,0.8458682675776092,2003.0,GBA
Role-Playing,0.8458682675776092,2013.0,PS3
Simulation,0.8458682675776092,2007.0,DS
Role-Playing,0.8458682675776092,2010.0,DS
Action,0.8415671856782186,2014.0,XOne
Action,0.8415671856782186,2008.0,PS3
Role-Playing,0.8415671856782186,2014.0,PS3
Role-Playing,0.8415671856782186,2008.0,PC
Role-Playing,0.8415671856782186,2014.0,PS3
Action,0.8415671856782186,2014.0,X360
Role-Playing,0.8415671856782186,2003.0,GBA
Action,0.8415671856782186,2012.0,X360
Action,0.8372475245337022,2009.0,X360
Role-Playing,0.832909122935104,2002.0,GBA
Action,0.832909122935104,2011.0,PS3
Action,0.832909122935104,2013.0,PS3
Role-Playing,0.832909122935104,1995.0,SNES
Role-Playing,0.832909122935104,1999.0,PS
Role-Playing,0.8285518175661483,2002.0,GBA
Action,0.8285518175661483,2002.0,GC
Role-Playing,0.8285518175661483,2008.0,PS3
Role-Playing,0.8241754429663494,2004.0,PS2
Action,0.8241754429663494,2014.0,X360
Simulation,0.8241754429663494,2008.0,DS
Action,0.8241754429663494,2014.0,PS4
Action,0.8241754429663494,2015.0,XOne
Action,0.8241754429663494,1999.0,PS
Action,0.8241754429663494,2012.0,X360
Action,0.8241754429663494,2003.0,PS2
Action,0.8241754429663494,2012.0,3DS
Action,0.8241754429663494,2001.0,PS2
Action,0.8197798314933114,2008.0,PS3
Simulation,0.8197798314933114,2005.0,PC
Action,0.8197798314933114,2008.0,PS2
Role-Playing,0.8197798314933114,2012.0,3DS
Role-Playing,0.8197798314933114,2015.0,XOne
Role-Playing,0.8197798314933114,2002.0,PS2
Action,0.8197798314933114,2004.0,PS2
Action,0.8197798314933114,2016.0,3DS
Action,0.8153648132841945,2008.0,DS
Simulation,0.8153648132841945,2005.0,DS
Simulation,0.8153648132841945,2007.0,DS
Action,0.8153648132841945,2014.0,WiiU
Action,0.8153648132841945,2007.0,DS
Action,0.8153648132841945,2012.0,X360
Action,0.8109302162163288,2008.0,PS2
Role-Playing,0.8109302162163288,2005.0,GC
Action,0.8109302162163288,2003.0,PS2
Action,0.8109302162163288,2004.0,PS2
Role-Playing,0.8064758658669484,2001.0,PS2
Action,0.8064758658669484,2007.0,DS
Role-Playing,0.8064758658669484,2011.0,PS3
Action,0.8064758658669484,2009.0,PS3
Action,0.8064758658669484,2009.0,PSP
Role-Playing,0.8064758658669484,2015.0,XOne
Action,0.8064758658669484,2000.0,PS2
Action,0.8064758658669484,2005.0,XB
Action,0.8020015854720274,2007.0,Wii
Action,0.8020015854720274,2004.0,XB
Simulation,0.8020015854720274,2014.0,PC
Action,0.8020015854720274,2009.0,PS3
Role-Playing,0.8020015854720274,2015.0,PC
Simulation,0.8020015854720274,2007.0,Wii
Action,0.7975071958841881,2012.0,PS3
Role-Playing,0.7975071958841881,1997.0,PS
Role-Playing,0.7975071958841881,2002.0,GBA
Simulation,0.7975071958841881,1996.0,PS
Action,0.7929925155296614,2009.0,DS
Role-Playing,0.7929925155296614,2001.0,PS
Action,0.7929925155296614,1999.0,PS
Action,0.7929925155296614,2000.0,PS
Action,0.7884573603642702,2002.0,PS2
Action,0.7884573603642702,2011.0,PS3
Action,0.7884573603642702,2003.0,XB
Action,0.7884573603642702,2012.0,PS3
Action,0.7839015438284094,2006.0,PSP
Simulation,0.7839015438284094,1997.0,PS
Action,0.7839015438284094,2006.0,PS2
Action,0.7839015438284094,2002.0,GC
Role-Playing,0.7839015438284094,2004.0,GBA
Role-Playing,0.7839015438284094,2015.0,3DS
Action,0.7793248768009976,2012.0,PS3
Action,0.7793248768009976,2008.0,PSP
Simulation,0.7747271675523681,1996.0,PS
Action,0.7747271675523681,2012.0,X360
Action,0.7747271675523681,1997.0,N64
Action,0.7701082216960736,2008.0,PS3
Role-Playing,0.7701082216960736,2010.0,PC
Role-Playing,0.7701082216960736,2007.0,PSP
Action,0.7701082216960736,2011.0,DS
Role-Playing,0.7701082216960736,2002.0,GBA
Action,0.7701082216960736,2005.0,XB
Simulation,0.7654678421395714,2008.0,PC
Simulation,0.7654678421395714,2011.0,PS3
Action,0.7654678421395714,2001.0,PS2
Action,0.7654678421395714,2007.0,PS3
Action,0.7654678421395714,2010.0,PS3
Action,0.76080582903376,2011.0,3DS
Action,0.76080582903376,2000.0,PS
Action,0.76080582903376,2003.0,PS2
Action,0.76080582903376,2005.0,PS2
Role-Playing,0.76080582903376,1998.0,PS
Simulation,0.76080582903376,2005.0,PS2
Action,0.76080582903376,2000.0,DC
Action,0.76080582903376,2003.0,XB
Action,0.76080582903376,2005.0,GBA
Role-Playing,0.76080582903376,2005.0,PS2
Simulation,0.76080582903376,2001.0,PS2
Simulation,0.7561219797213337,2002.0,XB
Action,0.7561219797213337,2011.0,3DS
Role-Playing,0.7561219797213337,2012.0,3DS
Action,0.7561219797213337,2009.0,PS3
Role-Playing,0.7561219797213337,2005.0,GBA
Action,0.7514160886839212,2011.0,X360
Simulation,0.7514160886839212,1996.0,N64
Role-Playing,0.7514160886839212,2013.0,PS3
Action,0.7514160886839212,2010.0,PS3
Action,0.7514160886839212,2014.0,X360
Action,0.7514160886839212,2004.0,XB
Action,0.7466879474879752,2015.0,PS4
Action,0.7466879474879752,2007.0,PS2
Action,0.7466879474879752,2005.0,XB
Role-Playing,0.7466879474879752,1995.0,PS
Role-Playing,0.7466879474879752,1999.0,PS
Action,0.7466879474879752,2010.0,PS3
Action,0.7419373447293773,2015.0,3DS
Action,0.7419373447293773,2012.0,PS3
Simulation,0.7419373447293773,2007.0,DS
Role-Playing,0.7419373447293773,2003.0,GC
Role-Playing,0.7419373447293773,2005.0,PSP
Role-Playing,0.7419373447293773,1998.0,PS
Role-Playing,0.7419373447293773,2013.0,PS3
Action,0.7371640659767197,2008.0,PSP
Simulation,0.7371640659767197,2008.0,DS
Action,0.7371640659767197,2007.0,PSP
Role-Playing,0.7371640659767197,2003.0,GBA
Simulation,0.7371640659767197,1998.0,PS
Action,0.7371640659767197,2006.0,DS
Action,0.7371640659767197,2006.0,PS2
Simulation,0.7371640659767197,1997.0,PS
Action,0.7371640659767197,2010.0,PS3
Action,0.7371640659767197,2012.0,PS3
Action,0.7323678937132266,2008.0,PS3
Action,0.7323678937132266,2015.0,PC
Action,0.7323678937132266,2009.0,Wii
Action,0.7323678937132266,2012.0,X360
Action,0.7323678937132266,2009.0,PSP
Action,0.7323678937132266,2008.0,X360
Simulation,0.7323678937132266,2008.0,DS
Simulation,0.7275486072772778,2008.0,DS
Action,0.7275486072772778,2010.0,X360
Action,0.7275486072772778,2008.0,X360
Action,0.7275486072772778,2011.0,Wii
Action,0.7275486072772778,2011.0,X360
Action,0.7227059828014898,2010.0,X360
Action,0.7227059828014898,2012.0,PS3
Action,0.7227059828014898,2003.0,PS2
Action,0.7227059828014898,2008.0,PS3
Role-Playing,0.7227059828014898,2001.0,PC
Action,0.7227059828014898,2004.0,GBA
Simulation,0.7227059828014898,2007.0,PS3
Action,0.7178397931503169,2014.0,X360
Action,0.7178397931503169,2014.0,Wii
